id,Team,Runner,Yards,RunTime,Mintime,Maxtime,Avg,Nationality,Gen,Age,Comments,Yard1,Yard2,Yard3,Yard4,Yard5,Yard6,Yard7,Yard8,Yard9,Yard10,Yard11,Yard12,Yard13,Yard14,Yard15,Yard16,Yard17,Yard18,Yard19,Yard20,Yard21,Yard22,Yard23,Yard24,Yard25,Yard26,Yard27,Yard28,Yard29,Yard30,Yard31,Yard32,Yard33,Yard34,Yard35,Yard36,Yard37,Yard38,Yard39,Yard40,Yard41,Yard42,Yard43,Yard44,Yard45,Yard46,Yard47,Yard48,Yard49,Yard50,Yard51,Yard52,Yard53,Yard54,Yard55,Yard56,Yard57,Yard58,Yard59,Yard60,Yard61,Yard62,Yard63,Yard64,Yard65,Yard66,Yard67,Yard68,Yard69,Yard70,Yard71,Yard72,Yard73,Yard74,Yard75,Yard76,Yard77,Yard78,Yard79,Yard80,Yard81,Yard82,Yard83,Yard84,Yard85,Yard86,Yard87,Yard88,Yard89,Yard90,Yard91,Yard92,Yard93,Yard94,Yard95,Yard96
1,Belgium,Sabbe Karel,75,57:40:20,39:41,54:34,46:08,BE,M,30,,41:47,52:03,42:35,52:47,52:34,52:26,42:26,42:29,42:50,42:23,41:25,43:10,41:15,41:35,42:47,42:27,42:09,42:12,53:38,52:14,51:14,51:36,49:20,49:44,49:53,50:35,50:31,50:09,49:19,44:12,44:28,44:12,43:48,44:30,44:47,45:22,45:37,45:03,45:25,46:34,52:31,45:21,54:34,50:12,49:29,49:06,48:54,49:11,49:07,49:28,48:39,49:28,46:24,47:33,46:32,46:24,45:33,46:07,44:43,43:46,45:02,44:48,45:17,45:46,45:11,45:06,42:34,40:33,39:41,40:30,40:44,42:34,41:07,41:35,43:19,,,,,,,,,,,,,,,,,,,,,
2,Belgium,Geerts Merijn,74,58:42:57,38:09,54:40,47:36,BE,M,45,,44:29,44:34,46:06,47:40,46:33,45:39,46:22,44:21,41:20,40:15,39:54,42:15,45:29,45:33,42:59,48:26,47:11,44:54,39:28,47:09,40:06,46:25,45:57,47:26,44:53,45:09,44:54,43:41,44:05,50:40,38:09,51:17,49:18,47:38,51:51,49:37,47:12,51:45,50:43,49:23,51:33,51:38,47:02,47:21,44:22,47:04,48:40,50:00,49:34,50:59,48:39,48:41,49:16,49:56,48:54,52:37,50:30,49:39,44:52,48:56,50:27,49:30,51:39,52:06,49:48,47:37,52:25,51:24,46:44,51:01,49:31,52:24,52:42,54:40,Over,,,,,,,,,,,,,,,,,,,,,
3,United States,Courtney Dauwalter,68,56:51:53,44:03,55:13,50:10,USA,F,35,best perf 67 yards,52:28,52:20,53:08,52:51,53:13,52:06,52:30,52:36,55:13,53:41,53:33,44:03,47:40,50:10,48:57,49:04,50:32,48:13,49:46,51:37,50:50,48:30,49:25,48:16,54:16,52:17,52:30,54:00,52:52,51:46,51:06,51:58,51:48,53:03,52:34,48:15,49:44,48:19,49:47,49:09,49:06,50:37,50:37,46:57,46:47,47:21,47:56,45:19,50:34,52:51,52:38,52:06,51:13,52:18,51:44,52:08,51:29,51:48,52:26,45:50,46:23,46:45,45:41,46:06,45:07,44:56,45:01,46:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,United States,Harvey Lewis,67,57:44:39,40:03,56:37,51:43,USA,M,44,best perf 58 yards,53:14,56:37,54:58,53:19,53:25,54:19,52:44,53:15,55:11,54:25,54:26,50:04,48:58,50:44,49:26,49:56,50:14,49:30,49:37,51:54,43:41,51:36,54:04,51:50,56:04,52:10,51:06,54:08,52:55,53:20,54:14,53:50,50:02,50:20,53:32,52:41,51:29,50:30,50:44,51:24,49:06,51:07,51:26,46:15,52:23,51:43,52:21,45:17,48:55,52:51,50:05,50:34,50:27,51:43,54:48,54:29,52:26,55:10,54:43,52:29,51:26,51:43,51:33,52:04,40:03,51:10,52:26,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Mexico,Pedro Parra,64,52:32:46,39:06,57:31,49:16,Tarahumara Mexican,M,,,41:21,46:41,50:22,48:26,49:53,46:54,47:13,47:08,47:54,49:10,48:22,44:44,49:29,47:43,47:31,48:26,43:45,45:00,51:31,50:53,47:11,48:22,45:30,50:06,48:10,50:45,44:47,46:19,39:06,50:45,54:10,49:25,51:50,51:05,46:23,47:00,49:27,48:25,53:04,50:09,52:32,50:33,49:40,49:32,52:03,57:26,47:01,46:06,44:52,50:23,46:20,50:20,52:53,48:40,51:14,50:20,50:47,52:53,52:15,53:04,51:52,56:31,57:31,53:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Mexico,Miguel Lara Viniegra,63,50:51:56,39:10,58:45,48:27,Tarahumara Mexican,M,,"Winner of over 25Ultra Marathons. El Toro, ""The Bull of Porochi""",40:44,48:44,51:27,45:35,51:55,47:35,47:18,47:04,48:08,47:58,48:46,42:36,47:16,47:24,49:02,49:01,43:46,44:10,41:00,39:10,49:10,48:22,40:51,44:20,42:50,54:01,40:50,43:10,50:10,52:25,53:15,50:50,47:10,51:10,46:20,45:10,48:40,41:25,53:02,46:52,51:35,50:32,49:38,49:38,52:04,54:57,44:57,49:10,44:47,49:40,46:12,50:15,50:25,48:45,52:02,50:41,51:22,54:00,52:30,53:03,51:51,56:25,58:45,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Mexico,Juan Contreras,61,50:00:24,39:40,57:28,49:11,Tarahumara Mexican,M,,Champion of several Ultramarathons ,41:30,50:44,50:48,50:00,51:55,49:54,50:25,49:02,49:24,49:03,49:43,42:35,45:52,47:34,47:30,48:40,43:22,43:48,46:29,46:01,48:05,48:50,40:50,39:40,43:00,47:40,44:20,46:15,39:57,51:59,52:05,48:20,51:40,50:10,46:27,46:30,49:27,48:24,52:20,46:51,51:46,50:34,51:42,49:40,53:04,57:28,52:02,53:57,49:02,54:26,52:10,53:18,52:45,48:35,51:40,50:47,53:10,53:59,53:06,54:30,55:34,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Sweden,Torbjörn Gyllenbring,55,45:02:15,41:30,54:48,49:08,Sweden,M,39,Best perf 43 yards,50:48,49:35,52:52,49:25,49:00,48:53,49:42,49:43,48:51,48:59,47:09,49:32,47:50,45:43,46:34,46:39,48:01,47:30,46:19,42:29,53:45,53:16,46:37,50:52,49:19,48:58,54:48,47:56,50:05,51:31,52:31,51:39,52:09,45:59,50:00,49:52,51:36,51:12,51:39,50:41,46:31,47:22,47:15,46:36,46:39,49:22,46:09,48:29,51:28,47:27,50:18,50:44,51:16,51:10,41:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Sweden,Anna Carlsson,54,42:19:59,40:21,54:53,47:02,Sweden,F,35,Best perf 45 yards,46:17,44:56,45:52,46:57,46:23,43:27,47:00,49:31,41:54,44:50,45:31,43:33,43:48,45:45,44:53,45:36,46:27,46:33,40:21,40:51,53:50,53:19,41:45,52:38,41:03,43:20,54:53,44:46,47:34,51:38,51:08,48:42,50:23,46:02,48:11,47:49,48:06,48:24,48:55,48:47,48:36,47:24,47:23,45:41,44:14,49:40,46:14,46:59,51:05,45:05,47:44,46:07,50:54,51:15,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Germany,Marina Kollassa,51,40:47:05,38:29,54:27,47:59,Germany,F,30,"best perf 31 yards, Winner of Schinder Backyard 2020",46:24,51:03,52:10,46:11,51:42,49:50,46:10,48:44,49:09,47:41,51:10,50:45,50:04,50:00,49:35,49:07,48:47,45:26,48:20,46:48,43:03,43:50,54:27,46:35,47:21,40:38,45:56,47:31,46:51,48:01,49:55,45:42,48:00,49:47,49:56,47:11,48:59,48:31,49:26,51:24,50:47,50:09,45:36,45:43,44:57,45:39,46:55,51:56,47:22,47:22,38:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Germany,Michael Ohler,50,41:17:26,41:34,56:45,49:33,Germany,M,51,"best perf 40 yards, spartathlon, UTMB",43:56,46:51,41:34,44:54,47:04,45:46,44:34,49:48,49:34,49:06,48:39,44:16,48:24,48:14,49:30,47:00,48:05,46:21,49:07,45:50,45:44,48:00,47:58,49:59,50:42,49:31,50:28,48:48,49:59,53:26,51:28,48:39,49:06,52:22,51:45,52:41,54:02,52:35,52:50,53:36,56:45,55:03,51:53,50:06,52:18,51:25,54:22,51:56,50:43,50:43,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Germany,Andreas Loeffler,50,42:08:06,40:12,55:58,50:34,Germany,M,47,"best perf 46 yards, legends trail belgium",40:12,43:59,45:28,44:53,47:04,45:43,46:41,48:41,49:32,48:10,48:57,47:53,49:36,50:22,43:08,47:05,50:01,48:52,48:19,47:40,49:20,48:51,47:57,51:19,53:11,50:10,51:28,47:32,53:49,53:37,52:24,46:45,54:50,53:34,54:09,55:39,54:52,55:58,54:57,54:30,55:00,54:48,52:41,53:48,54:00,55:14,54:55,51:56,54:18,54:18,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,United States,Jacob Conrad,49,40:58:31,46:44,56:10,50:10,USA,M,34,GT best perf 41 yards,52:26,53:38,53:05,53:30,53:14,52:57,52:44,52:38,53:09,53:11,53:02,48:04,48:16,47:12,48:09,48:15,48:37,47:14,47:52,47:39,46:44,47:13,47:25,47:29,54:15,52:32,52:45,53:37,52:52,48:35,51:07,53:32,52:32,52:52,53:28,48:39,47:06,46:53,47:59,48:50,47:25,47:10,47:00,47:23,47:28,47:06,49:16,48:16,56:10,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Belgium,Munaut Jeremy,49,41:41:01,46:22,56:24,51:02,BE,M,43,,48:39,50:20,49:52,50:24,51:03,50:38,50:27,50:38,50:00,50:29,51:17,50:04,47:34,50:04,48:47,49:12,50:12,46:47,47:30,47:10,46:34,47:53,47:31,46:22,46:52,48:40,47:57,48:43,52:44,52:24,52:17,52:46,53:26,53:22,52:54,54:00,53:42,52:10,53:29,54:09,55:22,54:37,53:49,52:34,53:45,54:16,55:16,55:56,56:24,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,United States,Sarah Moore,48,41:39:33,48:20,58:16,52:04,USA,F,32,"GT (28 yards), virtual 33 yards",52:23,52:18,53:07,52:52,52:56,52:06,52:28,52:37,54:43,53:41,51:43,48:39,48:50,49:29,48:56,49:02,48:30,48:20,49:39,49:05,49:50,50:12,51:32,48:52,54:14,52:12,52:28,52:48,51:13,51:45,55:24,54:23,55:04,53:52,54:40,49:44,51:31,50:51,50:41,52:11,52:08,52:11,54:25,53:06,54:34,53:52,56:10,58:16,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,United States,Gabe Rainwater,48,42:01:30,45:41,58:41,52:32,USA,M,32,best perf 36 yards,52:25,53:22,53:00,53:12,53:12,52:57,52:42,52:34,52:56,53:11,53:00,47:21,47:37,47:06,47:31,48:14,48:03,49:36,49:59,50:43,45:41,51:39,49:07,50:26,53:53,52:30,53:04,53:35,53:09,53:12,55:30,53:31,54:50,54:46,53:28,49:59,52:31,53:00,53:12,53:44,55:27,53:31,54:46,56:38,57:33,56:56,58:30,58:41,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Australia,Chris Murphy,46,34:42:30,42:04,48:12,45:16,Australia,M,36,,47:41,45:05,45:54,45:53,45:15,44:53,45:09,43:53,45:47,43:56,44:45,44:39,45:17,45:13,45:42,46:33,45:55,44:51,45:26,45:27,45:47,46:31,47:03,45:18,42:20,45:07,44:28,43:29,42:04,46:11,45:12,43:02,44:17,45:06,46:35,44:55,47:51,46:23,48:12,45:36,44:32,44:12,44:16,43:32,47:22,45:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,France,Christian Mauduit,46,38:24:51,47:41,54:31,50:06,France,M,45,"Winner Double-deca-ironman, 6 days run",50:30,49:38,48:15,48:59,48:35,52:08,49:47,48:53,48:24,49:40,49:04,50:09,49:40,52:29,52:29,51:14,49:02,49:19,48:08,49:32,48:26,48:28,48:37,48:37,48:57,49:32,49:36,49:31,49:02,49:54,48:45,47:41,50:14,50:00,50:27,52:21,51:37,51:36,52:57,54:31,52:16,51:41,51:50,52:09,50:52,49:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Australia,Barry Loveday,45,34:12:27,41:25,51:54,45:37,England,M,36,,44:39,48:06,45:06,44:23,46:27,44:31,46:22,42:47,43:24,49:57,43:37,43:21,45:06,46:07,46:39,46:26,48:04,45:56,45:41,45:40,46:25,46:07,46:31,46:57,43:43,44:41,46:09,42:51,45:25,45:57,46:55,43:03,44:17,45:06,46:38,45:54,44:23,44:10,45:29,46:47,45:47,41:25,47:20,46:14,51:54,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,France,Valéry Caussarieu,45,40:03:34,49:52,55:23,53:25,France,M,49,Best : 40h Chartreuse BY,51:53,55:23,53:44,54:23,53:21,54:41,54:00,54:12,54:37,54:39,55:04,52:08,54:49,55:17,53:23,54:12,53:37,53:08,52:58,53:17,53:46,52:24,53:21,51:43,53:43,52:20,51:38,52:58,49:52,55:12,53:03,54:33,53:55,53:45,53:05,52:39,52:07,52:04,52:51,52:49,52:15,52:29,53:41,53:40,54:55,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Canada,Stephanie Simpson,43,34:40:51,41:54,58:59,48:24,Canadian,F,34,28 yards,44:10,46:15,47:51,47:13,46:17,46:20,46:04,46:47,46:11,46:10,46:29,46:55,47:10,48:45,45:50,46:12,46:53,48:17,49:25,47:54,41:54,49:14,45:59,45:40,48:42,47:38,43:47,45:53,47:34,46:33,48:09,43:21,42:07,49:51,50:35,50:35,56:03,58:51,58:55,54:53,55:48,58:59,52:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Japan,Akio UENO,43,35:56:58,46:52,53:10,50:10,Japan,M,48,"Assist of Last Samurai Standing 
Assist of Quarantine Backyard Ultra",53:10,49:03,50:00,50:07,50:22,49:20,49:17,50:23,50:37,48:42,49:59,50:58,50:27,50:35,51:09,50:07,49:09,51:47,49:49,51:38,49:45,51:21,50:33,52:10,53:01,48:02,48:08,50:01,50:53,49:42,49:55,48:20,50:37,50:08,51:13,50:50,50:48,47:05,46:52,47:00,49:15,52:04,52:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Mexico,Marco Antonio Zaragoza,43,38:27:51,42:40,58:35,53:40,Mexico,M,,"12, 24 and 48 hour record holder for Mexico Has won many naional and international endurance events",42:40,48:22,51:38,51:28,52:45,52:19,52:12,53:07,52:26,52:35,52:08,52:13,52:00,53:12,53:30,51:35,53:10,52:48,53:30,54:10,53:01,54:40,53:53,53:35,54:31,55:15,46:20,55:05,54:54,54:50,57:20,55:55,56:05,56:10,56:00,55:15,53:20,56:11,56:42,57:15,57:00,58:11,58:35,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Ireland,Ed McGroarty,42,33:14:52,41:26,51:06,47:30,Irish,M,,,48:06,47:45,48:35,48:09,45:31,50:12,48:17,48:30,47:37,48:18,48:10,48:41,49:30,48:11,48:51,48:52,48:29,49:02,49:44,46:00,47:08,49:26,46:08,47:25,47:33,47:42,45:44,45:22,46:16,45:55,47:06,48:05,47:21,49:41,51:06,47:42,46:22,46:22,46:16,41:57,46:19,41:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Japan,Shota NOGUCHI,42,34:18:18,45:22,53:10,49:00,Japan,M,35,Last Samurai Standing 27yards,53:10,52:55,49:26,49:40,47:24,49:44,49:41,50:42,50:25,48:11,45:22,48:37,49:26,47:10,46:30,46:19,45:35,46:55,46:51,47:05,46:31,48:52,49:45,49:03,49:20,48:20,48:08,50:45,48:56,48:23,49:28,48:20,50:37,50:08,49:10,50:25,50:48,46:50,51:45,50:17,49:15,52:04,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Canada,Matt Shepard,42,34:53:20,41:58,53:00,49:50,Canadian,M,33,41 yards,41:58,46:15,47:46,48:29,49:33,49:03,49:38,49:39,50:20,49:39,50:27,49:56,51:01,51:03,50:23,50:38,50:41,50:08,49:30,49:13,50:12,46:24,50:28,50:47,50:26,50:42,49:49,48:08,50:01,50:51,50:12,50:03,50:01,49:31,50:28,50:31,50:42,51:50,50:50,50:45,53:00,52:19,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Ukraine,Andrii Tkachuk ,41,25:12:49,31:30,38:35,36:54,Ukraine,M,35,"24h - 262,788km; 48h - 370,070km",36:29,34:27,35:08,36:12,35:24,36:42,36:50,37:27,37:48,37:28,37:35,37:46,38:35,38:18,37:30,37:36,36:51,36:55,37:06,36:39,36:32,36:04,36:37,36:10,36:30,36:29,37:06,38:29,37:58,37:14,38:30,38:11,38:09,37:04,36:56,37:02,37:17,37:12,36:41,36:22,31:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Belgium,Van Meulder Nico,41,30:27:07,34:43,56:32,44:34,BE,M,44,,37:11,37:07,42:13,43:30,43:35,43:49,43:49,43:29,43:50,43:39,43:11,42:54,42:54,44:24,44:53,46:13,45:20,44:55,42:57,43:19,43:34,43:57,43:43,34:43,44:02,44:11,44:31,45:40,46:43,47:08,47:36,35:53,47:34,45:13,46:54,49:35,48:39,38:16,53:55,55:36,56:32,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Ireland,Eoin Keith,41,34:16:45,45:23,57:21,50:10,Irish,M,,,45:23,47:41,46:54,48:11,48:15,48:28,49:29,50:01,49:39,50:15,49:40,49:59,50:45,49:05,50:19,50:36,50:12,50:43,51:07,48:44,47:47,49:27,48:55,50:05,49:14,48:35,49:11,51:06,49:39,51:49,52:28,50:51,49:38,51:45,51:14,52:14,50:19,52:58,53:19,53:24,57:21,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,France,Claire Bannwarth,41,37:29:26,51:37,56:44,54:52,France,F,31,Best : 38h - 4x BY,51:37,55:00,54:35,55:00,54:48,55:28,54:55,54:57,55:32,55:29,56:00,55:26,54:52,55:49,55:54,55:57,54:57,54:59,53:52,54:17,54:16,54:31,53:46,53:36,54:39,54:25,53:26,52:13,53:41,56:18,54:05,54:42,54:49,54:52,55:07,55:26,56:10,55:35,56:44,55:34,56:07,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Ukraine,Volodymyr Khanas,40,28:05:29,37:10,48:31,42:08,Ukraine,M,36,24h - 216km,38:43,41:26,41:27,41:57,41:23,43:22,42:36,43:31,44:00,44:03,42:42,42:09,42:34,37:10,41:26,42:30,38:58,42:07,40:46,42:21,48:31,39:54,40:18,41:05,40:49,41:04,41:31,41:20,44:05,44:03,43:03,43:53,43:02,41:43,41:01,42:41,43:50,43:06,42:46,42:33,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Canada,Chelsey Topping,40,32:29:34,43:45,58:37,48:44,Canadian,F,38,100 miles,47:21,47:52,47:50,47:31,48:05,46:11,47:20,48:56,48:47,48:37,48:06,48:46,49:10,49:13,49:17,50:16,49:05,50:16,49:19,48:30,48:33,49:16,49:11,48:26,48:43,47:37,43:45,45:52,47:33,47:55,47:18,46:20,47:49,48:23,47:36,48:44,48:28,52:11,56:49,58:37,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Canada,Kevin Barata,40,32:34:51,40:40,57:58,48:52,Canadian,M,42,34 yards,44:10,47:52,47:21,47:31,47:23,47:10,46:25,49:40,49:36,49:45,49:13,49:30,48:37,49:15,47:10,40:40,50:00,48:15,49:27,46:01,48:11,46:19,49:36,49:22,50:24,46:08,46:05,45:52,45:04,50:42,50:34,52:48,47:48,50:24,51:11,51:02,53:00,50:38,56:44,57:58,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Finland,Kati Ahokas,40,32:49:17,46:00,51:55,49:14,Finland,F,42,NBU 2020 assist with 32 yards,46:00,47:52,47:25,49:00,47:45,48:30,49:10,48:50,48:55,48:30,48:40,49:30,48:55,49:35,48:15,49:35,49:35,48:15,47:50,47:15,47:20,47:50,48:05,48:20,49:05,47:15,50:45,51:30,50:20,50:20,51:35,50:40,51:30,51:30,51:55,51:20,51:00,51:20,51:35,46:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,France,Guillaume Calmettes,40,33:40:10,44:48,55:04,50:30,France,M,36,Best : 59h - Winner Big Dog BY,46:43,51:30,48:55,45:26,48:19,50:03,48:42,47:36,49:47,49:11,55:04,44:48,52:31,52:30,50:35,53:04,50:11,53:09,49:53,48:33,49:24,48:28,50:45,47:51,51:46,52:21,49:38,49:02,50:37,52:50,51:23,51:26,52:15,51:25,52:14,50:53,51:36,52:39,52:05,55:02,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Ukraine,Oleksandr Skorokhod ,39,30:49:05,41:49,55:33,47:25,Ukraine,M,36,"Skole Ultra Trail (101k,+4500m)13:07, 2nd",42:27,41:49,41:53,42:12,46:03,46:00,46:36,46:14,47:36,46:59,47:44,48:51,47:45,48:19,48:01,48:15,46:18,46:51,47:23,47:36,48:20,47:33,47:48,47:37,47:28,47:29,47:28,47:40,47:35,47:35,47:42,47:34,47:42,47:38,49:30,50:59,49:56,51:06,55:33,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Finland,Emil Söderlund,39,30:55:12,44:20,51:20,47:34,Finland,M,45,Dragon's Back Race 2019 315 km in 51h,45:15,47:30,44:20,47:52,46:40,47:30,46:40,47:45,48:30,48:05,48:55,48:25,48:00,48:20,48:00,49:15,48:55,45:35,46:40,45:45,45:40,47:20,46:35,47:00,48:00,47:25,49:20,50:40,47:15,47:05,45:40,44:40,46:50,46:30,47:40,49:30,48:40,50:05,51:20,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,United States,Maggie Guterl,39,34:02:06,44:02,58:10,52:22,USA,F,40,Defending WC,52:27,52:16,53:03,52:51,52:40,52:04,51:47,52:37,54:42,53:40,53:25,44:02,47:40,51:01,49:29,49:40,49:24,48:17,50:17,50:55,52:58,48:30,47:31,48:18,54:14,54:42,56:00,53:59,57:05,57:37,58:10,57:07,57:21,57:30,56:19,48:16,51:02,51:30,51:40,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,United Kingdom,Richie Hinson,39,34:18:41,50:38,59:48,52:47,English,M,,,51:34,52:26,52:13,51:55,52:30,53:47,51:55,52:10,51:46,51:25,52:20,51:35,52:13,52:02,50:38,52:19,51:37,52:21,50:55,51:31,51:33,50:59,51:04,51:56,52:12,51:52,51:26,51:22,51:47,51:45,54:24,53:38,54:37,57:38,58:24,58:51,53:51,52:22,59:48,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Denmark,Stine Rex,38,28:49:50,41:45,48:55,45:31,Danish,F,41,48 hours - 384 km,44:30,47:00,46:00,46:00,46:00,47:00,48:35,45:30,47:17,44:33,46:50,47:15,47:10,48:55,47:00,47:20,47:30,46:50,43:50,45:35,43:10,46:45,46:10,41:45,43:15,44:50,43:35,43:30,45:35,42:10,42:05,42:45,45:30,45:35,46:00,45:30,45:10,45:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Belgium,Jean Fanny,38,31:04:39,39:57,56:41,49:04,FR,F,40,,43:53,50:21,46:15,48:05,46:33,49:16,48:45,45:54,45:47,47:07,45:57,53:00,47:31,50:03,47:36,48:42,50:19,39:57,42:54,47:09,45:06,47:39,47:32,47:10,46:15,48:27,48:21,52:14,53:12,52:11,52:21,52:57,53:38,53:11,53:26,55:01,54:13,56:41,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Ukraine,Viktoriia Nikolaienko ,38,31:25:52,42:37,57:38,49:38,Ukraine,F,33,BU 17 loops; 24h - 185km,47:13,52:05,44:37,44:38,45:21,46:39,45:51,45:57,45:49,46:10,46:53,42:37,46:49,45:47,47:44,52:10,45:46,43:46,47:19,47:54,51:13,56:56,44:44,49:03,52:32,50:59,50:59,52:18,51:56,52:27,55:45,52:43,53:20,57:38,54:32,56:11,55:47,55:44,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,France,Matthieu Tharion,38,32:39:09,36:15,58:52,51:33,France,M,36,Final LDHD 24h,51:36,54:38,52:21,55:20,36:18,56:39,56:20,55:28,43:29,55:27,55:37,50:14,48:45,52:30,49:33,51:57,55:17,36:15,54:24,46:51,54:38,54:43,48:38,47:51,54:50,54:27,53:10,44:06,42:34,55:12,50:51,53:28,51:33,51:25,56:25,52:40,54:47,58:52,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,United Kingdom,Johnny Breen,38,32:59:24,48:23,57:41,52:05,Northern Ireland,M,,,50:55,51:09,50:40,50:10,51:30,52:56,49:51,51:54,52:09,50:17,52:35,48:23,50:34,49:49,50:17,50:03,51:02,53:21,52:17,49:55,51:47,53:18,51:16,50:23,53:50,50:01,49:30,52:43,52:50,54:43,54:30,55:56,52:12,55:15,54:28,56:47,57:41,52:27,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Ireland,Pat Staunton,38,33:16:27,46:40,56:01,52:32,Irish,M,,,48:23,49:50,49:27,49:48,50:29,50:13,49:23,51:08,51:47,51:14,49:12,50:03,50:58,50:21,46:40,52:38,54:49,55:07,55:32,55:33,55:36,53:25,53:48,52:22,51:40,52:49,51:25,53:12,54:44,55:25,55:39,56:01,54:31,54:43,54:03,53:38,55:14,55:37,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
